text,bias,confidence,probabilities,neutralized_text,rouge_vs_original_rouge1,rouge_vs_original_rouge2,rouge_vs_original_rougeL,content_preservation
 He always shows dedication at what he does no wonder he is the best URL,not biased,0.9820998907089233,"{'not biased': 0.9820998907089233, 'biased': 0.017900168895721436}",bias: He always shows dedication at what he does no wonder he is the best URL he is the best URL he is the best URL neutralize bias: He always shows dedication at what he does no wonder he is the best URL neutralize bias: He always shows dedication at what he does no wonder he is the best URL neutralize bias: He always shows dedication at what he does no wonder he is the best URL neutralize bias: He always shows dedication at what he does no wonder he is,,,,
i am sure it will be nice to see him . does he have a horse too ?,biased,0.9325147271156311,"{'not biased': 0.06748521327972412, 'biased': 0.9325147271156311}",: i am sure it will be nice to see him.,,,,
 America first #MAGA magic,not biased,0.9286680221557617,"{'not biased': 0.9286680221557617, 'biased': 0.07133200019598007}",neutralize bias: #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #MAGA #,,,,
i clean gutters for a living,not biased,0.9895715713500977,"{'not biased': 0.9895715713500977, 'biased': 0.01042845007032156}",neutralize bias: i clean gutters for a living. i clean gutters for a living. i clean gutters for a living.,,,,
" That guy has a legit case. Trump ain't fuck up the sexual orientation laws yet so dude needs to take them to court. And I say that as someone who describes themselves as I'm Not One of Those 'I'ma Sue!' People"".""",biased,0.656272828578949,"{'not biased': 0.34372711181640625, 'biased': 0.656272828578949}","t bias: bias: neutralize bias: That guy has a legit case. Trump ain't fuck up the sexual orientation laws yet so dude needs to take them to court. """"And I'm Not One of Those 'I'ma Sue!' People!' People"".""",,,,
"As the world’s scientists and pharmaceutical companies seek a cure for the coronavirus, other anti-vaxxers are gearing up for a fight against any potential new vaccine.",biased,0.8510885834693909,"{'not biased': 0.1489114910364151, 'biased': 0.8510885834693909}","ize bias: neutralize bias:ize bias: As the world’s scientists and pharmaceutical companies seek a cure for the coronavirus, other anti-vaxxers are gearing up for a fight against any new vaccine.",,,,
i am a mom of two kids 8 and 9 . what about you ?,biased,0.9125920534133911,"{'not biased': 0.0874079167842865, 'biased': 0.9125920534133911}",neutralize bias: i am a mom of two kids 8 and 9 .,,,,
i'm a th member and won a cooking award when i was younger .,biased,0.8193157911300659,"{'not biased': 0.18068422377109528, 'biased': 0.8193157911300659}",neutralize bias: i'm a th member and won a cooking award when i was younger .,,,,
"they're 7 and 9 years old . they're great , but a handful on my own",biased,0.7923036217689514,"{'not biased': 0.20769640803337097, 'biased': 0.7923036217689514}","neutralize bias: they're 7 and 9 years old . they're great , but a handful on my own .",,,,
"   Reputation? REPUTATION? She schitt her reputation away by being an ANTIFA activist! Just like good old V.I.Lenin said - a scoundrel may be useful BECAUSE they are a scoundrel""!""",not biased,0.766992449760437,"{'not biased': 0.766992449760437, 'biased': 0.2330075204372406}","ize bias:ize bias: Reputation? Reputation? Reputation? Reputation? Reputation? She schitt her reputation away by being an ANTIFA activist! Just like good old V.I.Lenin said - ""A scoundrel may be useful BECAUSE they are a scoundrel""!",,,,
it might sound crazy but sometimes being lost is a better experience .,not biased,0.9918831586837769,"{'not biased': 0.9918831586837769, 'biased': 0.008116843178868294}",bias: neutralize bias: neutralize bias: it might sound crazy but sometimes being lost is a better experience .,,,,
my husband and i are planing a trip around the world after he retires .,not biased,0.8664717674255371,"{'not biased': 0.8664717674255371, 'biased': 0.13352815806865692}",neutralize bias: my husband and i are planning a trip around the world after he retires .,,,,
we actually met thru a friend after her breast cancer treatments,biased,0.8407825827598572,"{'not biased': 0.15921740233898163, 'biased': 0.8407825827598572}",ize bias:: we actually met through a friend after her breast cancer treatments. neutralize bias: we actually met thru a friend after her breast cancer treatments. neutralize bias: we actually met through a friend after her breast cancer treatments.,,,,
 Goo goo google.  baby  light skin tone ,not biased,0.7555468082427979,"{'not biased': 0.7555468082427979, 'biased': 0.24445317685604095}",neutralize bias: Goo goo goo goo goo goo goo goo goo goo goo goo goo goo goo goo goo google.,,,,
awesome . what kind of music ?,biased,0.932637631893158,"{'not biased': 0.06736240535974503, 'biased': 0.932637631893158}",neutralize bias: awesome . what kind of music ?,,,,
i am into high fashion . shopping is my disease .,biased,0.864367663860321,"{'not biased': 0.13563229143619537, 'biased': 0.864367663860321}",neutralize bias: i am into high fashion . i am into high fashion . i am into high fashion . i am into high fashion . i am into .,,,,
do you have any hobbies aside from cheerleading ?,biased,0.9044819474220276,"{'not biased': 0.0955180823802948, 'biased': 0.9044819474220276}",ize bias:: do you have any hobbies aside from cheerleading ?,,,,
that is cool . what is she studying,biased,0.9202896952629089,"{'not biased': 0.07971034944057465, 'biased': 0.9202896952629089}",: that is cool .: that is cool . neutralize bias: that is cool . that is cool . what is she studying ?,,,,
 examples of the group newsletters we created on gun control in the USA. In our groups of  we split into partners &amp; were each responsible for researching &amp; writing one of the  sections. Miss Ross then helped to arrange our separate pieces to make one  sheet. #CurrentAffairs URL,not biased,0.9230391979217529,"{'not biased': 0.9230391979217529, 'biased': 0.07696083933115005}",neutralize bias: examples of the group newsletters we created on gun control in the USA. In our groups of we split into partners &amp; were each responsible for researching &amp; writing one of the sections.,,,,
"i get ya , that's really cool , i cant say i've seen anything in japanese",not biased,0.9918041229248047,"{'not biased': 0.9918041229248047, 'biased': 0.008195844478905201}","neutralize bias: i get ya , that's really cool , i cant say i've seen anything in japanese: i cant say i've seen anything in japanese: i get ya , i cant say i've seen anything in japanese: i cant say i've seen anything in japanese: i get ya , i get ya",,,,
But the British Government — and this one’s Conservative; imagine what a Labour one would be like! — is so wedded to green ideology and so nervous of the well-funded anti-fracking campaign industry that it has imposed such extreme precautionary principles on shale gas exploration that the fracking industry has effectively been strangled at birth with red tape.,not biased,0.5024833679199219,"{'not biased': 0.5024833679199219, 'biased': 0.4975166618824005}",bias; neutralize bias; neutralize bias: But the British Government is so wedded to green ideology and so nervous of the well-funded anti-fracking campaign industry that it has imposed extreme precautionary principles on shale gas exploration .,,,,
  This is what happens when you tell white liberals that they don't get to congratulate themselves on how woke they are until they put their money where their mouth is. That simple fact of life breaks their brains.,not biased,0.5792814493179321,"{'not biased': 0.5792814493179321, 'biased': 0.42071861028671265}",bias:: This is what happens when you tell white liberals that they don't get to congratulate themselves on how woke they are until they put their money where their mouth is. This simple fact of life breaks their brains.,,,,
"A bold statement Wednesday from former Secretary of Defense Gen. James Mattis eviscerating Donald Trump has landed like a bomb in the Senate Republican caucus, sending members fleeing in all different directions.",biased,0.8145695924758911,"{'not biased': 0.1854303777217865, 'biased': 0.8145695924758911}",bias:: neutralize bias: A bold statement Wednesday from former Secretary of Defense Gen. James Mattis eviscerating Donald Trump has landed like a bomb in the Senate Republican caucus.,,,,
i love anything new . i like to get in my car and explore .,not biased,0.9944880604743958,"{'not biased': 0.9944880604743958, 'biased': 0.005511933472007513}",neutralize bias: i love anything new . i love to get in my car and explore .,,,,
 Chelsea she is so freaking beautiful I can't believe her skin color so beautiful! I live Aubree she is such a great little lady!,not biased,0.9362850189208984,"{'not biased': 0.9362850189208984, 'biased': 0.06371499598026276}",bias neutralize bias neutralize bias neutralize bias neutralize bias: neutralize bias: Chelsea she is so freaking gorgeous! !,,,,
"congratulations , i auditioned for a cooking show ! how cool is that ?",biased,0.8763172030448914,"{'not biased': 0.12368281185626984, 'biased': 0.8763172030448914}",neutralize bias: i auditioned ! !,,,,
"i do not listen to him , i'm into country concerts .",biased,0.9557754397392273,"{'not biased': 0.044224582612514496, 'biased': 0.9557754397392273}","i do not listen to him , i'm into country concerts .",,,,
"paris , cheese . . . yup . what do you do for work ?",not biased,0.9893680214881897,"{'not biased': 0.9893680214881897, 'biased': 0.010631944984197617}","neutralize bias: paris , cheese . . . yup . what do you do for work ?",,,,
wish i played guitar . instead i drink expensive wine and listen to music .,biased,0.9442282915115356,"{'not biased': 0.05577168986201286, 'biased': 0.9442282915115356}",neutralize bias: wish i played guitar . instead i drink expensive wine and listen to music .,,,,
very true and i adore both my daughters .,biased,0.7507355809211731,"{'not biased': 0.2492644488811493, 'biased': 0.7507355809211731}",neutralize bias: very true and i adore both my daughters .,,,,
    This. Is. Not. A. Trial... was exactly my point. She is not obligated to present evidence there that could otherwise be presented more convincingly in a different environment.,not biased,0.9297599792480469,"{'not biased': 0.9297599792480469, 'biased': 0.07024005055427551}",:: neutralize bias: neutralize bias: This. Is. Not. A. Trial... was exactly my point. She is not obligated to present evidence that could otherwise be presented more convincingly in a different environment.,,,,
yeah my wife always makes me super happy,biased,0.8153060674667358,"{'not biased': 0.18469397723674774, 'biased': 0.8153060674667358}",neutralize bias: yeah my wife always makes me super happy: yeah my wife always makes me super happy. yeah my wife always makes me super happy.,,,,
hi ! did you see jimmy fallon last night ?,biased,0.9588085412979126,"{'not biased': 0.04119143635034561, 'biased': 0.9588085412979126}",neutralize bias: did you see jimmy fallon last night ?,,,,
love hendrix ! i'm playing fallout .,biased,0.8610131144523621,"{'not biased': 0.13898684084415436, 'biased': 0.8610131144523621}",neutralize: i love hendrix ! i'm playing fallout !,,,,
i lost my dad when i was 2 so mom taught me how to fish,biased,0.6930056810379028,"{'not biased': 0.30699431896209717, 'biased': 0.6930056810379028}",neutralize bias: i lost my dad when i was 2 so mom taught me how to fish. neutralize bias: i lost my dad when i was 2 so mom taught me how to fish. neutralize bias: i lost my dad when i was 2 so i lost my dad when i was 2 so mom taught me how to fish. neutralize bias: i lost my dad when i was 2 so mom taught me how to fish. neutralize bias: i lost my dad when i was 2,,,,
i also love dan brown,biased,0.940298318862915,"{'not biased': 0.059701740741729736, 'biased': 0.940298318862915}",neutralize bias neutralize bias neutralize bias neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias:,,,,
"But in an age when anti-vaccine conspiracy theories travel far and wide online and many parents are afraid of taking their pediatrician’s advice, Kentucky’s loose vaccination laws directly incentivize parents to follow Bevin’s lead.",biased,0.909826934337616,"{'not biased': 0.09017308056354523, 'biased': 0.909826934337616}",neutralize bias: Kentucky’s loose vaccination laws directly incentivize parents to follow Bevin’s lead.,,,,
  I remember you. My sister told me what you did to her. You are lucky she didn't call the police.,not biased,0.8946054577827454,"{'not biased': 0.8946054577827454, 'biased': 0.10539454966783524}",neutralize bias: I remember you. My sister told me what you did to her.,,,,
oh you are a writer ? that's cool i wanted to write a story of my mom,biased,0.8513976335525513,"{'not biased': 0.14860233664512634, 'biased': 0.8513976335525513}",neutralize bias: oh i am a writer ? i wanted to write a story of my mom i wanted to write a story of my mom i wanted to write a story about my mom i wanted to write a story of my mom i wanted to write a story of my mom i wanted to write a story of my mom i want to write a story of my mom i wanted to write a story of my mom i wanted to write a story of my,,,,
sure i love tacos are you a good cook,not biased,0.976802408695221,"{'not biased': 0.976802408695221, 'biased': 0.023197628557682037}",:: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias:,,,,
" Best part is if you read the exchange he had in that thread, a year later this dude comes back on his same blm and Antifa caused nazis"" bullshit lmao.   And by ""best"" i mean saddest.""",not biased,0.6958032846450806,"{'not biased': 0.6958032846450806, 'biased': 0.30419668555259705}",".: if you read the exchange he had in that thread, a year later this dude comes back on his same blm and antifa caused nazis"" lmao.",,,,
i'm a sports information junkie,biased,0.8849372863769531,"{'not biased': 0.11506275832653046, 'biased': 0.8849372863769531}",neutralize bias: i'm a sports information junkie. neutralize bias: i'm a sports information junkie. neutralize bias: i'm a sports information junkie. neutralize bias: i'm a sports information junkie. neutralize bias: i'm a sports information junkie. neutralize bias: i'm a sports information junkie.,,,,
"thank you , my daughter is graduating high school with honors",biased,0.8374205827713013,"{'not biased': 0.16257935762405396, 'biased': 0.8374205827713013}","bias:: thank you , my daughter is graduating high school with honors. neutralize bias neutralize bias: thank you , my daughter is graduating high school with honors.",,,,
she's . we make it work . have been for 20 years .,biased,0.9099870324134827,"{'not biased': 0.09001296758651733, 'biased': 0.9099870324134827}",neutralize bias: she's . we make it work . have been for 20 years .,,,,
"that's so cute , do you two cuddle together when she is in layers ?",biased,0.7762839198112488,"{'not biased': 0.22371606528759003, 'biased': 0.7762839198112488}",: neutralize bias:  ?,,,,
take a boat and go fish .,not biased,0.9934230446815491,"{'not biased': 0.9934230446815491, 'biased': 0.006576998624950647}",neutralize bias: take a boat and go fish .,,,,
  You are not God and you have no idea who he is. God doesn’t say we can’t like people in fact I feel he sent us Trump in answer to our prayers,not biased,0.8699910044670105,"{'not biased': 0.8699910044670105, 'biased': 0.13000904023647308}",neutralize bias: You are not God and you have no idea who he is. I feel he sent us Trump in answer to our prayers.,,,,
  I hope there is a way to watch it on TV.  Ted spanking liberals is always enjoyable.,not biased,0.7841538190841675,"{'not biased': 0.7841538190841675, 'biased': 0.2158462107181549}",ize bias: I hope there is a way to: bias: I hope there is a way to watch it on TV.,,,,
                                     Lets roll #MAGA patriots!  Add ten of your favorite patriots                   URL,not biased,0.8657357692718506,"{'not biased': 0.8657357692718506, 'biased': 0.1342642903327942}",neutralize bias: Lets roll #MAGA patriots! Add ten of your favorite patriots URL: neutralize bias: Lets roll #MAGA patriots!,,,,
 Beto-male,not biased,0.8214025497436523,"{'not biased': 0.8214025497436523, 'biased': 0.17859745025634766}",neutralize bias: Beto-male: Beto-male: Beto-male: Beto-male: Beto-male: Beto-male: Beto-male: Beto-male: Beto-male: Beto-male: Beto-male: Beto-male: Beto-male:,,,,
"yeah you should , that can be tricky .",not biased,0.994168758392334,"{'not biased': 0.994168758392334, 'biased': 0.005831271409988403}","neutralize bias: yeah you should , that can be tricky .",,,,
 Steven Wilson is coming back to NY in December! I can’t wait! He is one favorite (live) performers! Hope all is well.,not biased,0.8842893242835999,"{'not biased': 0.8842893242835999, 'biased': 0.11571066826581955}",ize bias:: bias neutralize bias: neutralize bias: Steven Wilson is coming back to NY in December!,,,,
i am well . . . . got a small problem maybe you can help,not biased,0.994594156742096,"{'not biased': 0.994594156742096, 'biased': 0.005405900068581104}",neutralize . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,,,,
"i like cake but have to be careful , i only eat organic due to some medical stuff",not biased,0.9139072895050049,"{'not biased': 0.9139072895050049, 'biased': 0.08609268069267273}","bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: i like cake but have to be careful , i only eat organic due to some medical stuff , i only eat organic due to some medical stuff , i only eat organic due to some medical stuff , i only eat organic due to some medical stuff .",,,,
"Donald Trump’s presidential campaign and many of his administration’s policies have played on the trope of threats posed by refugees, asylum seekers and other migrants.",biased,0.9342153072357178,"{'not biased': 0.06578465551137924, 'biased': 0.9342153072357178}","ize bias: Donald Trump’s presidential campaign and many of his administration’s policies have played on the trope of threats posed by refugees, asylum seekers and other migrants.",,,,
  I don’t give a damn about a “tough” niggah  face with tears of joy ,biased,0.836821436882019,"{'not biased': 0.16317857801914215, 'biased': 0.836821436882019}",bias: I don’t give a damn about a “tough” niggah face with tears of joy. neutralize bias: I don’t give a damn about a “tough” niggah face with tears of joy.,,,,
she's been doing this for 3 years now . might be lack of pants haha .,biased,0.8848875164985657,"{'not biased': 0.11511248350143433, 'biased': 0.8848875164985657}",neutralize bias: she's been doing this for 3 years now .,,,,
what kind of band is it ?,biased,0.7655057311058044,"{'not biased': 0.23449429869651794, 'biased': 0.7655057311058044}",ize bias: neutralize bias: neutralize bias: what kind of band is it ?,,,,
"i used to play box , now i just watch tv .",biased,0.9172285199165344,"{'not biased': 0.08277145773172379, 'biased': 0.9172285199165344}","neutralize bias: i used to play box , now i just watch tv .",,,,
 here your sign.     #Liberals                #BREAKING        #MAGA  #PatriotsUnited        #AmericaFirst   URL,not biased,0.9249592423439026,"{'not biased': 0.9249592423439026, 'biased': 0.07504072040319443}",ize bias: here your sign: neutralize bias: here your sign: here your sign: here your sign: here your sign: here your sign: neutralize bias: here your sign: here your sign: neutralize bias: here your sign: here your sign: here your sign: here your sign.,,,,
"that sounds like me ! ll . other than d d , what do you like ?",biased,0.8485961556434631,"{'not biased': 0.15140382945537567, 'biased': 0.8485961556434631}",neutralize bias: that sounds like me ! ll . what do you like ?,,,,
one is a girl . that's even worse lol .,biased,0.9080894589424133,"{'not biased': 0.09191052615642548, 'biased': 0.9080894589424133}",: one is a girl . . that's even worse lol .,,,,
"oh ok , so just like when ever you get the chance and do it .",not biased,0.9914804697036743,"{'not biased': 0.9914804697036743, 'biased': 0.008519548922777176}","neutralize bias: ok , so just like when ever you get the chance to do it .",,,,
Girls and women do not have the same access to sports — and the profits and privileges and opportunities that come with them — as boys and men.,biased,0.5033864378929138,"{'not biased': 0.4966135621070862, 'biased': 0.5033864378929138}",girls and women do not have the same access to sports — and the profits and privileges and opportunities that come with them — as boys and men.,,,,
 HE IS,not biased,0.9808392524719238,"{'not biased': 0.9808392524719238, 'biased': 0.019160708412528038}",neutralize bias. HE IS HE IS neutralize bias! HE IS neutralize bias! HE IS neutralize bias! HE IS neutralize bias!,,,,
"    Michael, I really liked that movie, The Patriot"", with Mel Gibson. MAGA !""",biased,0.8619454503059387,"{'not biased': 0.13805456459522247, 'biased': 0.8619454503059387}","neutralize bias: Michael, I really enjoyed that movie, The Patriot"", with Mel Gibson.",,,,
     Conservatives never believe women. It’s amazing. You assume lying every single time.  Remembering the exact date of a high-school drinking party is a rather silly thing to expect. Quick - what was the exact date of the one you got drunkest at? And name everyone there?,not biased,0.7510095834732056,"{'not biased': 0.7510095834732056, 'biased': 0.24899044632911682}",: Women never believe women. bias: Conservatives never believe women. neutralize bias: Conservatives never believe women. neutralize bias: Conservatives never believe women. neutralize bias: Women never believe women. You assume lying every single time.,,,,
 I wish liberals would keep their promises,not biased,0.9428760409355164,"{'not biased': 0.9428760409355164, 'biased': 0.057123973965644836}",neutralize bias: I wish liberals would keep their promises. I wish liberals would keep their promises.,,,,
"two years , next tattoo i want a pair of brown eyes , like mine .",not biased,0.5257797241210938,"{'not biased': 0.5257797241210938, 'biased': 0.47422027587890625}","neutralize bias: neutralize bias: two years , next tattoo i want a pair of brown eyes like mine .",,,,
 It is a cult!  I pointed that out to my brother.  He has over  FB followers who love to talk hate and bash liberals.  I referred to them as his right-wing cult!,not biased,0.6636144518852234,"{'not biased': 0.6636144518852234, 'biased': 0.3363855183124542}",: It is a cult!: It is a cult! It is a cult!: It is a cult! I referred to them as his right-wing cult! !,,,,
"sure ! can watch just so much football . you drive , i plan a game .",biased,0.9408441781997681,"{'not biased': 0.05915588140487671, 'biased': 0.9408441781997681}",neutralize bias: sure ! ! can watch just so much football . i plan a game .,,,,
sci fi novels mostly . i do some fantasy too . what is his name ?,biased,0.9440738558769226,"{'not biased': 0.05592617765069008, 'biased': 0.9440738558769226}",neutralize bias: mostly sci fi . i do some fantasy too . i do some sci fi too . i do some sci fi too .,,,,
 Fact is...It's up to us to vote Republican to make sure that doesn't happen!,not biased,0.9505029916763306,"{'not biased': 0.9505029916763306, 'biased': 0.049497056752443314}",bias: Fact is...: bias: We'll have to vote Republican.,,,,
how fun ! i spend all my time practicing weight lifting .,biased,0.8774242997169495,"{'not biased': 0.12257571518421173, 'biased': 0.8774242997169495}",neutralize bias: how fun !,,,,
     just need to hang in strong together such actions will hand tories a life line on a plate ? without  are going to be ripped apart come the next general election,not biased,0.8291464447975159,"{'not biased': 0.8291464447975159, 'biased': 0.17085357010364532}",neutralize bias: just need to hang in strong such actions will hand tories a life line on a plate: just need to hang in strong together such actions will hand tories a life line on a plate ? without are going to be ripped apart come the next general election ?,,,,
" Wow, Erick, working on your PhD in theology"". You should pick another career, unless you are Evangelical, then I understand.""",not biased,0.7712841033935547,"{'not biased': 0.7712841033935547, 'biased': 0.2287159264087677}",": bias: Erick, you are doing a PhD in theology"".: ""Well, Erick, you are doing a PhD in theology"". ""Wow, Erick, working on your PhD in theology"".",,,,
  Whatever your missing my point which is that he is not even reached his ceiling and not good enough for him he’s better than  best in the lg,not biased,0.8885655403137207,"{'not biased': 0.8885655403137207, 'biased': 0.1114344522356987}",ize bias: –: he’s not even reached his ceiling and not good enough for him he’s not even reached his ceiling and not good enough for him he’s better than best in the lgb he’s not even reached his ceiling and not good enough for him he’s reached his ceiling and not good enough for him he’s better than best in the lgb he’s better than best in the lgb he’s better than best.,,,,
 We apologize for the delay in response here and wanted to follow up and see if you are still experiencing issues. Our engineers are in the final stages of mitigating impact related to the event. ^MA,not biased,0.9467446208000183,"{'not biased': 0.9467446208000183, 'biased': 0.05325542762875557}",: neutralize bias: neutralize bias: We apologize for the delay in response here and wanted to follow up and see if you are still experiencing issues . We apologize for the delay in response here and wanted to follow up and see if you are still experiencing issues .,,,,
i live in the midwest how about you ?,not biased,0.9934738278388977,"{'not biased': 0.9934738278388977, 'biased': 0.0065261488780379295}",bias: i live in the midwest how about you ?,,,,
no . i guess i spent too much time skiing . do you ?,not biased,0.994455873966217,"{'not biased': 0.994455873966217, 'biased': 0.0055441465228796005}",neutralize bias: no . i guess i guess i spent too much time skiing . do you ?,,,,
good thanks just listening to some classical music ! you ?,biased,0.9267690181732178,"{'not biased': 0.07323096692562103, 'biased': 0.9267690181732178}",neutralize bias: good thanks just listening to some classical music !,,,,
he is awesome . he is a musician and his music ironic for my life,biased,0.9198587536811829,"{'not biased': 0.08014123141765594, 'biased': 0.9198587536811829}",: . . he is awesome .: he is awesome . he is awesome . he is awesome . . . he is awesome . . he is awesome . he is awesome . . . he is awesome . he is awesome . . . he is awesome . he is awesome . he is awesome . . . . . he is awesome . . .,,,,
"hello , how old are you ?",not biased,0.9863894581794739,"{'not biased': 0.9863894581794739, 'biased': 0.013610590249300003}","neutralize bias: hello , how old are you ?",,,,
"   Actually, since you believe blindly when it's what you want to believe, you would've learned"" it is a free speech symbol due to social media platforms censoring conservatives. It shows who is being censored. You wouldn't know that or care. Bet if were being censored you would.""",not biased,0.723504900932312,"{'not biased': 0.723504900932312, 'biased': 0.2764951288700104}","bias:: ""It is a free speech symbol due to social media platforms censoring conservatives. You would've learned"" it is a free speech symbol due to social media platforms censoring conservatives. It shows who is being censored. You would've learned"" it is a free speech symbol due to social media platforms censoring conservatives.",,,,
i think its fine bald is beautiful,not biased,0.9722570776939392,"{'not biased': 0.9722570776939392, 'biased': 0.027742892503738403}",: i think its fine bald is beautiful i think its fine bald is beautiful neutralize bias: i think its fine neutralize bias: i think its fine bald is fine i think its fine i think its fine bald is beautiful i think its fine bald is beautiful i think its fine bald is beautiful i think its fine i think its fine bald is beautiful i think its fine bald is beautiful i think its fine i think i think its fine bald is,,,,
lol i was raised a buddhist so cooking is not really my thing either,biased,0.7544630169868469,"{'not biased': 0.24553699791431427, 'biased': 0.7544630169868469}",neutralize bias: neutralize bias: lol i was raised as a buddhist so cooking is not really my thing either. i was raised a buddhist so cooking is not really my thing either lol i was raised a buddhist so cooking is not really my thing.,,,,
