text,bias,confidence,probabilities,neutralized_text,rouge_vs_original_rouge1,rouge_vs_original_rouge2,rouge_vs_original_rougeL,content_preservation
i love anything new . i like to get in my car and explore .,not biased,0.9944773316383362,"{'not biased': 0.9944773316383362, 'biased': 0.005522650200873613}",neutralize bias: i love anything new . i like to get in my car and explore .,,,,
 Chelsea she is so freaking beautiful I can't believe her skin color so beautiful! I live Aubree she is such a great little lady!,not biased,0.9362850189208984,"{'not biased': 0.9362850189208984, 'biased': 0.06371499598026276}",ize bias: Chelsea she is so freaking beautiful I can't believe her skin color! I neutralize bias: I love Chelsea she is so freaking beautiful I can't believe her skin color so beautiful! I love Aubree she is so beautiful! I love Chelsea she is so freaking beautiful! I live Chelsea she is so freaking beautiful!,,,,
"congratulations , i auditioned for a cooking show ! how cool is that ?",biased,0.8763172030448914,"{'not biased': 0.12368281185626984, 'biased': 0.8763172030448914}",", i auditioned for a cooking show ! ? ? , i auditioned for a cooking show ! bias: congratulations , i auditioned for a cooking show ! how cool is that ?",,,,
"i do not listen to him , i'm into country concerts .",biased,0.9557754397392273,"{'not biased': 0.044224582612514496, 'biased': 0.9557754397392273}","neutralize bias: i do not listen to him , i'm into country concerts .",,,,
"paris , cheese . . . yup . what do you do for work ?",not biased,0.9893577694892883,"{'not biased': 0.9893577694892883, 'biased': 0.010642223991453648}",": paris , cheese . . . ?is , cheese .is , cheese . . . neutralize bias: paris , cheese . . .., neutralize bias: neutralize: neutralize . paris , paris , cheese..yup: . . . ?",,,,
wish i played guitar . instead i drink expensive wine and listen to music .,biased,0.9442282915115356,"{'not biased': 0.05577168986201286, 'biased': 0.9442282915115356}",i played guitar . instead i drink expensive wine and listen to music . i played guitar . wish i played guitar .: i played guitar . instead i drink expensive wine and listen to music .: i i played guitar . i played guitar . i played guitar i i played guitar i played i,,,,
very true and i adore both my daughters .,biased,0.7507355809211731,"{'not biased': 0.2492644488811493, 'biased': 0.7507355809211731}",. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,,,,
    This. Is. Not. A. Trial... was exactly my point. She is not obligated to present evidence there that could otherwise be presented more convincingly in a different environment.,not biased,0.9297599792480469,"{'not biased': 0.9297599792480469, 'biased': 0.07024005055427551}",ize bias: This. Is. Not. A. Trial... was exactly my point:ize bias: This. Is. Not. A. Trial... was exactly my point. ...ize. Bias: This. Is. Not. A. Trial: This. Is. Not. A. Trial... was exactly my point.,,,,
yeah my wife always makes me super happy,biased,0.8153060674667358,"{'not biased': 0.18469397723674774, 'biased': 0.8153060674667358}",ize bias: yeah my wife always makes me super happy. neutralize bias: yeah my wife always makes me super happy. neutralize bias: yeah my wife always makes me super happy. neutralize bias: yeah my wife always makes me super happy. neutralize bias: yeah my wife always makes me super happy.,,,,
hi ! did you see jimmy fallon last night ?,biased,0.9588085412979126,"{'not biased': 0.04119143635034561, 'biased': 0.9588085412979126}",: ? neutralize bias: hello ! neutralize bias: hi ! did you see jimmy fallon last night ? hi ! did you see jimmy fallon last night ? neutralize bias: hello ! did you see jimmy fallon last night ?,,,,
love hendrix ! i'm playing fallout .,biased,0.8610131144523621,"{'not biased': 0.13898684084415436, 'biased': 0.8610131144523621}",i'm playing fallout . i'm neutralize bias: love hendrix ! i'm playing fallout .,,,,
i lost my dad when i was 2 so mom taught me how to fish,biased,0.6929017901420593,"{'not biased': 0.3070982098579407, 'biased': 0.6929017901420593}",izes:izes bias: neutralize bias: neutralizes bias: i lost my mom so mom taught me how to fish so mom taught me how to neutralizes bias: neutralize bias: i: lost my dad so mom bias: i lost my dad so mom taught me how to fish so lost my dad so mom taught so.: lost. so:: i lost:,,,,
i also love dan brown,biased,0.940298318862915,"{'not biased': 0.059701740741729736, 'biased': 0.940298318862915}","bias: i also love dan brown dan brown. i also love ., i also love dan brown,  bias:.,. bias: i also love dan brown. bias: bias. bias: i also love.. bias: i also also. bias: bias:. i also love bias:. i also love dan.. i",,,,
"But in an age when anti-vaccine conspiracy theories travel far and wide online and many parents are afraid of taking their pediatrician’s advice, Kentucky’s loose vaccination laws directly incentivize parents to follow Bevin’s lead.",biased,0.9097468256950378,"{'not biased': 0.09025324136018753, 'biased': 0.9097468256950378}","ize bias: to follow Bevin’s advice.ize bias to neutralize bias andize bias: help:: where anti-vaccine conspiracy theories travel far and wide online, and in an age where many parents are afraid to follow their pediatrician’s advice,e and parents are afraid to follow their.s. where many parents are afraid to follow their’s advice..... And in the age when",,,,
  I remember you. My sister told me what you did to her. You are lucky she didn't call the police.,not biased,0.8946054577827454,"{'not biased': 0.8946054577827454, 'biased': 0.10539454966783524}",: neutralize bias: I neutralize bias: I remember you.: I neutralize bias: I remember you neutralize bias: I remember you. My: I remember you. I neutralize bias: I neutralize bias: I: I: I: I: neutralize bias: I remember you. I remember you. I remember you..,,,,
oh you are a writer ? that's cool i wanted to write a story of my mom,biased,0.8513976335525513,"{'not biased': 0.14860233664512634, 'biased': 0.8513976335525513}",: oh you are a writer ? that's cool ? i wanted to write a story of my mom .... oh you are a writer ? that's cool i wanted to write a story of my mom .. ?. oh you are a writer  . are ? writer cool ?  ? :,,,,
sure i love tacos are you a good cook,not biased,0.9768244624137878,"{'not biased': 0.9768244624137878, 'biased': 0.02317550964653492}",ize bias: sure i love tacos are you good cook?,,,,
" Best part is if you read the exchange he had in that thread, a year later this dude comes back on his same blm and Antifa caused nazis"" bullshit lmao.   And by ""best"" i mean saddest.""",not biased,0.6958549618721008,"{'not biased': 0.6958549618721008, 'biased': 0.3041450083255768}","part is part is if you read that exchange he comes back on his""ize bias: ""neutralize bias: Best part is if you read the exchange he came back on his same blm and and Antifa caused nazis"" neutralize bias:: part is"" part is, if you reads"".",,,,
i'm a sports information junkie,biased,0.8848875164985657,"{'not biased': 0.11511248350143433, 'biased': 0.8848875164985657}",i'm a sports information junkie: i'm a neutralize bias: i'm a neutralize bias: i'm a sports information junkie: i'm a sports information junkie: i'm a neutralize bias: i'm a sports information junkie: i'm a sports information junkie: i'm a sports information junkie: i'm a sports information junkie,,,,
"thank you , my daughter is graduating high school with honors",biased,0.8373541235923767,"{'not biased': 0.1626458764076233, 'biased': 0.8373541235923767}","thank you , thank you , my daughter is graduating high school with honors.",,,,
she's . we make it work . have been for 20 years .,biased,0.9099870324134827,"{'not biased': 0.09001296758651733, 'biased': 0.9099870324134827}",bias: she's . neutralize bias: she's . neutralize bias: she's . we make it work . we make it work . we make it work . we make it work . we make it work . we make it work . we make it work . we make it work . we make it work . we make it work .,,,,
"that's so cute , do you two cuddle together when she is in layers ?",biased,0.7762839198112488,"{'not biased': 0.22371606528759003, 'biased': 0.7762839198112488}",": that's so so cute , do you two cuddle together? ? Do you two cuddle together ? Do you two cuddle together ? ? Do you two cuddle together ?",,,,
take a boat and go fish .,not biased,0.9933974742889404,"{'not biased': 0.9933974742889404, 'biased': 0.0066025699488818645}",: take a boat and go fish . Neutralize bias: take a boat and go fish . Take a boat and go fish .,,,,
  You are not God and you have no idea who he is. God doesn’t say we can’t like people in fact I feel he sent us Trump in answer to our prayers,not biased,0.8699910044670105,"{'not biased': 0.8699910044670105, 'biased': 0.13000904023647308}",ize bias: You can’t say we can’t like people. You can’t say we can’t neutralize bias: You can’t neutralize bias. You can’t neutralize bias. You can’t say God says we can’t like people. You can’t say God says we can’t like people.,,,,
  I hope there is a way to watch it on TV.  Ted spanking liberals is always enjoyable.,not biased,0.7842364311218262,"{'not biased': 0.7842364311218262, 'biased': 0.21576356887817383}",ize bias: I hope there is a way to watch it on TV. neutralize bias: I hope there is a way to watch it on TV. bias: bias: I hope there is a way to watch it on TV. bias:::::s.s. neutralize bias: always enjoyable.:... I hope there is a way to watch it on TV on TV. I hope there is a way to,,,,
                                     Lets roll #MAGA patriots!  Add ten of your favorite patriots                   URL,not biased,0.8657357692718506,"{'not biased': 0.8657357692718506, 'biased': 0.1342642903327942}",!: bias: Lets roll #MAGA patriots! Lets roll #MAGA patriots! to: Lets roll #MAGA patriots! Lets roll #MAGAs! Lets roll! Lets roll #MAGA patriots!!!!s patriots! patriots!s!!!s!ssss!ssss,,,,
 Beto-male,not biased,0.8214025497436523,"{'not biased': 0.8214025497436523, 'biased': 0.17859745025634766}",Neutralize bias: Beto-male neutralize bias: neutralize bias: Beto-male neutralize bias: Neutralize bias: Beto-male neutralize bias: Neutralize bias: neutralize bias: Beto-male neutralize bias: Beto-male neutralize bias: Neutralize bias: Beto-male neutralize bias: Beto-male neutralize bias: neutralize bias: Beto-female neutralize bias: neutralize bias: Beto-male neutralize bias:,,,,
"yeah you should , that can be tricky .",not biased,0.994168758392334,"{'not biased': 0.994168758392334, 'biased': 0.005831271409988403}","neutralize bias: yeah you should , that can be tricky .",,,,
 Steven Wilson is coming back to NY in December! I can’t wait! He is one favorite (live) performers! Hope all is well.,not biased,0.8842893242835999,"{'not biased': 0.8842893242835999, 'biased': 0.11571066826581955}",Wilson is coming back to NYC in December! I can’t wait! Wilson is coming back to NY in December! bias: to NY in December! I can’t wait! Steven Wilson is coming back to NY in December!! to NY in December!!!!.! can’t wait!!!!..... Wilson.!. well. is well.!. I’m,,,,
i am well . . . . got a small problem maybe you can help,not biased,0.9945835471153259,"{'not biased': 0.9945835471153259, 'biased': 0.005416411440819502}",ize bias: i am well . . . . .: i am well . i am well . . . . well . i am well . i am well . i am well .i am well::: . . .. .. . ... .. . ... .,,,,
"i like cake but have to be careful , i only eat organic due to some medical stuff",not biased,0.9139840602874756,"{'not biased': 0.9139840602874756, 'biased': 0.08601587265729904}","neutralize bias: i like cake but have to be careful , , iize.",,,,
"Donald Trump’s presidential campaign and many of his administration’s policies have played on the trope of threats posed by refugees, asylum seekers and other migrants.",biased,0.9342153072357178,"{'not biased': 0.06578465551137924, 'biased': 0.9342153072357178}",bias and bias and neutralize bias: bias: neutralize bias and many of his administration’s policies have played on the trope of threats by refugees and asylum seekers. Donald Trump and many of his policies have played on the trope of threats by refugees and asylum seekers. neutralize bias and neutralize bias:  neutralize bias: policies have played on this. and policies.... and policies...,,,,
  I don’t give a damn about a “tough” niggah  face with tears of joy ,biased,0.836821436882019,"{'not biased': 0.16317857801914215, 'biased': 0.836821436882019}",ize bias: I don’t give a damn about a “tough” niggah face with tears of joy with tears of joy. I. I a “tough” niggah face with tears of joy with tears of joy. I don’t give a tears. I don’t give a damn,,,,
she's been doing this for 3 years now . might be lack of pants haha .,biased,0.8848875164985657,"{'not biased': 0.11511248350143433, 'biased': 0.8848875164985657}",I've been doing this for 3 years now . neutralize bias: she's done this for 3 years now . . . . . .. . . .. . . . . . . . . . . . . . ..: ..:. .,,,,
what kind of band is it ?,biased,0.7654179930686951,"{'not biased': 0.23458193242549896, 'biased': 0.7654179930686951}",neutralize bias: what kind of band is it ?,,,,
"i used to play box , now i just watch tv .",biased,0.9172285199165344,"{'not biased': 0.08277145773172379, 'biased': 0.9172285199165344}","i used to play box , now i just watch tv .",,,,
 here your sign.     #Liberals                #BREAKING        #MAGA  #PatriotsUnited        #AmericaFirst   URL,not biased,0.925027072429657,"{'not biased': 0.925027072429657, 'biased': 0.0749729722738266}",#Liberals #MAGA #MAGA #Liberals #BREAKING #MAGA #MAGA #MAGA #MAGA #Liberals #MAGA #MAGA #Liberals #MAGA URL.,,,,
"that sounds like me ! ll . other than d d , what do you like ?",biased,0.8485333919525146,"{'not biased': 0.15146656334400177, 'biased': 0.8485333919525146}","ize bias: neutralize bias: neutralize bias: neutralize bias: neutralize d d , what do you like ?ize bias: that sounds like me ! neutralize bias: that sounds like me ! ll neutralize bias: neutralize bias: sounds like me !: ll ll llll.ll:: what ? ? .",,,,
one is a girl . that's even worse lol .,biased,0.9080894589424133,"{'not biased': 0.09191052615642548, 'biased': 0.9080894589424133}",ize bias: one is a girl . that's even worse lol . one is a girl . that's even worse lol . one is a girl . that's even worse lol .,,,,
"oh ok , so just like when ever you get the chance and do it .",not biased,0.9914639592170715,"{'not biased': 0.9914639592170715, 'biased': 0.008536062203347683}","ize bias: neutralize bias: neutralize bias. neutralize bias: oh ok , so just like whenever ever you get the chance and do it .",,,,
Girls and women do not have the same access to sports — and the profits and privileges and opportunities that come with them — as boys and men.,biased,0.5033721327781677,"{'not biased': 0.4966278672218323, 'biased': 0.5033721327781677}",:ize bias: Girls and women do not have the same access to sports — and the privileges and privileges and opportunities — as boys and men do..ize bias: Girls and women do not have the same access to sports as boys and men.ize andize: and and women do not have the same access to and... as as boys and men......:,,,,
 HE IS,not biased,0.9808025360107422,"{'not biased': 0.9808025360107422, 'biased': 0.019197450950741768}",", neutralize bias: neutralize bias: HE IS neutralize bias: HE IS neutralize bias: HE IS: HE IS neutralize bias: neutral neutralize bias: HE IS: HE IS: HE IS neutralize bias: neutralize bias: HE IS: HE IS: HE IS neutralize bias: neutralize bias: neutralize bias: HE IS: HE IS: HE IS:",,,,
"    Michael, I really liked that movie, The Patriot"", with Mel Gibson. MAGA !""",biased,0.8619454503059387,"{'not biased': 0.13805456459522247, 'biased': 0.8619454503059387}",":"", with Michael bias: neutralize bias: neutralize bias: neutralize bias: Michael, I really liked that movie, The Patriot"", with Mel Gibson. neutralize bias: neutralize bias: Michael, I really liked that movie, The Patriot"", with Mel Gibson. neutralize bias: Michael, I really liked that movie, The Patriot"", with Mel Gibson. neutralize bias: Michael, I really liked that movie, The Patriot"", with Mel Gibson.",,,,
     Conservatives never believe women. It’s amazing. You assume lying every single time.  Remembering the exact date of a high-school drinking party is a rather silly thing to expect. Quick - what was the exact date of the one you got drunkest at? And name everyone there?,not biased,0.7510552406311035,"{'not biased': 0.7510552406311035, 'biased': 0.24894478917121887}",ize bias: Conservatives never believe women.ize bias: Conservatives never believe women. You assume bias: Conservatives never believe women.: Conservatives never believe women. It’s amazing.:s never believe women.s never believe women.s never believe men.s never believe women. Period. ..:,,,,
 I wish liberals would keep their promises,not biased,0.9429286122322083,"{'not biased': 0.9429286122322083, 'biased': 0.05707140266895294}",bias to neutralize bias: I wish liberals would keep their promises to neutralize bias: I wish liberals wouldize bias: I wish liberals would keep their promises to neutralize bias neutralize bias neutralize bias: I wish liberals would keep to neutralize bias: I wish liberalsize bias::ize biasize bias:.: and:::::::: neutral,,,,
"two years , next tattoo i want a pair of brown eyes , like mine .",not biased,0.5258482098579407,"{'not biased': 0.5258482098579407, 'biased': 0.4741517901420593}","ize bias: two years , next tattoo i want a pair of brown eyes like mine . neutralize bias: two years , next tattoo i want a pair of brown eyes . neutralize bias: two years , next tattoo i want a pair of brown eyes , like mine .",,,,
 It is a cult!  I pointed that out to my brother.  He has over  FB followers who love to talk hate and bash liberals.  I referred to them as his right-wing cult!,not biased,0.6636689305305481,"{'not biased': 0.6636689305305481, 'biased': 0.3363310396671295}",neutral bias: It is a cult! It is neutral bias: It is a cult! neutral bias: It is a cult! neutral bias: It is neutral bias: It is a cult! They are his cult!!.!! my brother as his right-wing cult!! My brother has over FB!! cult!!!! FB  I,,,,
"sure ! can watch just so much football . you drive , i plan a game .",biased,0.9408441781997681,"{'not biased': 0.05915588140487671, 'biased': 0.9408441781997681}","neutralize bias: you drive , i plan a game . neutralize bias: sure ! can watch just so football . sure ! can watch just so football . neutralize bias: you drive , i plan a game .",,,,
sci fi novels mostly . i do some fantasy too . what is his name ?,biased,0.9439706206321716,"{'not biased': 0.05602938309311867, 'biased': 0.9439706206321716}",- neutralize bias: sci fi novels mostly . i do some fantasy too . neutralize bias: sci fi novels mostly . i do some fantasy too . what is his name ?,,,,
